transaction_id,customer_id,segment,amount,payment_method,failure_reason,failed_at,hour,day_of_week,is_subscription,time_since_failure_hr,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_preferred_method,method_matches_preference,prior_recovery_attempts,prior_recovery_successes,customer_opted_out,recovered
T931414,C104673,new,199.0,card,bank_timeout,2026-08-13 11:48:17.599871,6,4,0,0.2,52,29,23,0.558,1257.45,upi,0,14,8,0,1
T931415,C105182,casual,259.0,upi,network_error,2026-08-18 08:19:38.543815,15,5,0,3.67,38,24,14,0.632,4391.01,upi,1,7,4,0,1
T931416,C102537,casual,259.0,netbanking,otp_failure,2026-08-17 11:37:56.105887,21,1,1,0.37,29,26,3,0.897,3754.6,netbanking,1,1,0,0,0
T931417,C103729,new,199.0,upi,otp_failure,2026-08-15 02:16:31.491863,10,5,0,9.72,71,29,42,0.408,1744.38,upi,1,11,4,0,0
T931418,C103729,new,199.0,upi,bank_timeout,2026-08-14 17:59:20.685313,5,3,1,18.01,71,29,42,0.408,1744.38,upi,1,11,4,0,1
T931419,C104932,new,100.0,netbanking,bank_timeout,2026-08-19 06:35:21.906817,15,3,0,5.41,47,26,21,0.553,2149.67,upi,0,13,7,0,0
T931420,C104173,casual,100.0,upi,network_error,2026-08-21 08:53:52.617802,23,0,0,3.1,64,40,24,0.625,3024.58,upi,1,14,10,0,0
T931421,C102820,loyal,2150.0,upi,insufficient_funds,2026-08-16 08:14:58.058453,19,0,0,3.75,17,15,2,0.882,51562.57,upi,1,0,0,0,0
T931422,C107141,casual,669.0,upi,otp_failure,2026-08-14 08:22:01.047659,2,0,0,3.63,62,49,13,0.79,8030.91,upi,1,9,7,0,1
T931423,C106351,casual,179.0,upi,otp_failure,2026-08-12 16:45:33.994438,13,4,0,19.24,1,0,1,0.0,2911.14,netbanking,0,2,1,0,0
T931424,C104898,casual,370.0,card,network_error,2026-08-20 03:21:52.617866,11,6,0,8.64,136,90,46,0.662,12450.87,card,1,16,9,0,1
T931425,C103686,casual,199.0,upi,network_error,2026-08-20 04:56:38.114689,7,5,0,7.06,19,13,6,0.684,3522.99,netbanking,0,1,0,0,0
T931426,C103674,casual,750.0,netbanking,insufficient_funds,2026-08-16 05:19:29.295085,6,6,0,6.68,25,18,7,0.72,11309.91,upi,0,7,4,0,1
T931427,C103562,new,290.0,upi,network_error,2026-08-12 22:49:25.513228,3,5,0,13.18,34,16,18,0.471,2333.11,card,0,16,8,1,0
T931428,C105093,new,199.0,netbanking,otp_failure,2026-08-14 11:14:42.726803,5,6,0,0.75,51,28,23,0.549,899.13,upi,0,19,10,0,1
T931429,C106263,new,150.0,upi,insufficient_funds,2026-08-19 11:35:17.527037,12,6,0,0.41,135,74,61,0.548,2924.28,upi,1,18,9,0,0
T931430,C102049,casual,210.0,upi,bank_timeout,2026-08-13 10:30:18.262526,12,2,0,1.49,84,70,14,0.833,7196.87,card,0,12,10,0,0
T931431,C105407,new,199.0,card,otp_failure,2026-08-14 10:30:41.597953,13,3,0,1.49,146,79,67,0.541,600.39,upi,0,23,13,0,1
T931432,C105060,loyal,340.0,netbanking,otp_failure,2026-08-21 11:42:07.735576,16,3,0,0.3,69,53,16,0.768,12392.08,card,0,14,11,0,1
T931433,C103360,casual,100.0,card,bank_timeout,2026-08-13 02:08:14.347802,19,2,1,9.86,126,83,43,0.659,2163.79,card,1,23,15,0,0
T931434,C100865,new,199.0,netbanking,otp_failure,2026-08-16 03:08:02.915282,19,2,1,8.87,89,55,34,0.618,625.9,upi,0,12,8,0,0
T931435,C104707,new,100.0,upi,bank_timeout,2026-08-17 10:17:40.198156,23,1,0,1.71,70,34,36,0.486,1094.22,upi,1,22,14,0,1
T931436,C100292,new,199.0,upi,insufficient_funds,2026-08-21 03:35:43.362228,5,6,0,8.4,122,66,56,0.541,1623.01,card,0,24,13,0,0
T931437,C107695,loyal,1129.0,upi,bank_timeout,2026-08-15 10:14:43.077390,10,6,0,1.75,70,53,17,0.757,42092.92,upi,1,9,5,0,0
T931438,C104899,new,200.0,card,network_error,2026-08-13 06:36:07.391692,4,4,0,5.4,22,10,12,0.455,2658.06,upi,0,2,0,0,0
T931439,C101726,loyal,1639.0,netbanking,bank_timeout,2026-08-15 07:57:35.378418,8,1,0,4.04,94,81,13,0.862,33900.71,wallet,0,4,3,0,1
T931440,C105722,casual,150.0,card,otp_failure,2026-08-14 06:27:07.683362,9,3,1,5.55,51,37,14,0.725,5228.75,upi,0,10,6,0,0
T931441,C104575,casual,550.0,upi,network_error,2026-08-19 02:47:17.673450,21,2,0,9.21,98,60,38,0.612,12741.13,card,0,16,6,0,0
T931442,C104607,loyal,860.0,upi,bank_timeout,2026-08-17 05:52:47.908841,13,0,1,6.12,39,32,7,0.821,31928.66,upi,1,3,2,0,1
T931443,C104294,loyal,1929.0,card,payment_link_expired,2026-08-18 23:59:50.227278,10,2,0,12.0,75,67,8,0.893,48887.98,card,1,5,4,0,0
T931444,C106209,casual,790.0,card,network_error,2026-08-18 00:38:11.791435,2,5,0,11.36,38,24,14,0.632,13449.3,card,1,11,5,0,1
T931445,C105842,new,279.0,upi,otp_failure,2026-08-12 11:30:52.976463,20,4,0,0.49,18,8,10,0.444,1815.4,netbanking,0,11,4,0,0
T931446,C103158,new,289.0,upi,network_error,2026-08-12 01:18:35.488253,20,5,0,10.69,37,21,16,0.568,1744.68,netbanking,0,10,6,0,0
T931447,C105715,casual,729.0,upi,bank_timeout,2026-08-18 08:36:28.198907,17,6,0,3.39,38,27,11,0.711,11633.87,wallet,0,6,4,0,1
T931448,C102499,casual,939.0,upi,otp_failure,2026-08-19 09:21:03.833770,20,0,0,2.65,104,74,30,0.712,13503.83,upi,1,13,9,0,0
T931449,C103911,new,100.0,wallet,network_error,2026-08-20 10:40:55.472556,12,1,0,1.32,43,24,19,0.558,2806.31,card,0,11,6,0,1
T931450,C101625,loyal,1350.0,upi,network_error,2026-08-14 03:54:54.209049,5,4,0,8.08,178,145,33,0.815,25555.41,upi,1,26,22,0,0
T931451,C101415,casual,570.0,netbanking,network_error,2026-08-12 11:36:10.445002,11,3,1,0.4,88,67,21,0.761,8550.45,card,0,13,9,0,1
T931452,C100644,casual,690.0,upi,otp_failure,2026-08-17 10:11:41.584656,16,1,0,1.81,138,116,22,0.841,6169.0,upi,1,14,12,0,1
T931453,C105068,loyal,2429.0,netbanking,network_error,2026-08-15 10:38:05.449226,6,2,0,1.37,1,0,1,0.0,53529.65,upi,0,0,0,0,1
T931454,C106803,new,199.0,wallet,network_error,2026-08-18 10:02:44.603124,12,2,0,1.95,53,23,30,0.434,646.51,upi,0,17,3,0,0
T931455,C104388,casual,520.0,netbanking,insufficient_funds,2026-08-13 08:22:55.980486,2,4,0,3.62,17,9,8,0.529,10336.1,upi,0,7,4,0,0
T931456,C103070,loyal,2559.0,card,network_error,2026-08-15 11:49:30.295294,23,6,0,0.17,76,70,6,0.921,19682.01,upi,0,4,3,0,1
T931457,C104798,new,100.0,upi,bank_timeout,2026-08-13 22:15:37.263787,6,1,0,13.74,23,11,12,0.478,2820.65,card,0,9,5,0,1
T931458,C106835,new,100.0,card,insufficient_funds,2026-08-13 03:23:19.654203,14,6,0,8.61,28,13,15,0.464,2707.24,card,1,14,6,0,0
T931459,C104974,casual,140.0,upi,network_error,2026-08-14 02:25:54.763935,22,5,1,9.57,51,35,16,0.686,1505.66,upi,1,7,3,0,1
T931460,C107060,casual,1509.0,card,network_error,2026-08-12 06:18:44.833260,8,0,0,5.69,48,23,25,0.479,14093.04,upi,0,21,8,0,0
T931461,C100896,new,100.0,netbanking,insufficient_funds,2026-08-18 10:29:52.991199,4,1,1,1.5,25,14,11,0.56,516.81,upi,0,5,1,0,0
T931462,C100678,new,100.0,upi,otp_failure,2026-08-21 05:44:20.801736,5,0,0,6.26,67,34,33,0.507,1483.9,card,0,23,12,0,1
T931463,C100815,new,100.0,wallet,otp_failure,2026-08-13 08:12:32.320347,17,3,0,3.79,75,38,37,0.507,409.75,netbanking,0,26,15,0,1
T931464,C105187,loyal,2259.0,card,payment_link_expired,2026-08-18 04:14:05.249819,17,6,0,7.77,4,3,1,0.75,43248.64,upi,0,0,0,0,0
T931465,C102767,casual,189.0,upi,insufficient_funds,2026-08-12 11:33:59.053904,3,1,0,24.43,178,112,66,0.629,3168.73,card,0,16,10,0,0
T931466,C100528,new,100.0,wallet,network_error,2026-08-13 11:17:51.167538,6,5,1,0.7,58,30,28,0.517,1022.7,upi,0,15,8,0,0
T931467,C106382,new,100.0,wallet,bank_timeout,2026-08-21 10:53:57.194044,6,6,0,1.1,45,23,22,0.511,1851.49,upi,0,11,5,0,0
T931468,C106726,loyal,2319.0,card,gateway_error,2026-08-20 23:21:12.963620,1,2,1,12.65,129,108,21,0.837,24395.02,upi,0,8,6,0,0
T931469,C102688,casual,1129.0,card,gateway_error,2026-08-18 10:29:02.464360,9,0,0,1.52,24,17,7,0.708,13006.55,netbanking,0,2,1,0,1
T931470,C104960,new,289.0,card,network_error,2026-08-17 07:03:56.686381,16,6,0,4.93,14,5,9,0.357,2144.13,card,1,5,1,0,0
T931471,C107059,new,269.0,upi,bank_timeout,2026-08-19 10:13:08.377726,17,1,0,1.78,36,19,17,0.528,1661.14,upi,1,9,3,0,0
T931472,C106693,new,199.0,upi,insufficient_funds,2026-08-17 11:23:03.840546,13,1,0,0.62,47,28,19,0.596,959.5,upi,1,7,2,0,0
T931473,C106101,loyal,849.0,netbanking,otp_failure,2026-08-12 11:33:02.128600,22,1,0,0.45,30,20,10,0.667,21673.73,wallet,0,3,2,0,1
T931474,C101428,high_value,1799.0,card,card_declined,2026-08-17 22:09:29.312315,4,5,0,13.84,11,10,1,0.909,61214.2,wallet,0,2,1,0,0
T931475,C102835,new,219.0,upi,otp_failure,2026-08-14 03:16:05.393574,3,4,0,8.73,34,16,18,0.471,2000.28,card,0,11,4,0,1
T931476,C100510,casual,450.0,upi,insufficient_funds,2026-08-15 07:18:14.726700,11,4,0,4.7,59,44,15,0.746,11287.84,card,0,5,3,0,0
T931477,C103306,new,100.0,upi,network_error,2026-08-19 11:57:22.395629,16,0,0,0.04,35,15,20,0.429,1042.52,upi,1,7,3,0,0
T931478,C104519,new,100.0,netbanking,network_error,2026-08-16 08:24:45.452145,11,5,0,3.59,14,6,8,0.429,338.15,upi,0,3,0,0,0
T931479,C106475,new,249.0,netbanking,gateway_error,2026-08-16 06:56:18.108241,13,3,0,5.06,12,8,4,0.667,2364.99,upi,0,2,1,0,0
T931480,C100891,casual,620.0,netbanking,gateway_error,2026-08-16 05:15:57.629792,1,3,1,6.73,71,50,21,0.704,11120.77,netbanking,1,13,9,0,1
T931481,C100925,casual,539.0,netbanking,otp_failure,2026-08-11 22:47:24.052234,10,3,0,13.21,106,68,38,0.642,5343.28,card,0,21,9,0,1
T931482,C102674,loyal,4520.0,card,network_error,2026-08-12 04:04:27.019569,13,1,0,7.93,31,24,7,0.774,58780.08,card,1,7,5,0,0
T931483,C102639,casual,100.0,card,card_declined,2026-08-18 04:31:43.756688,12,1,1,7.47,127,85,42,0.669,1195.81,upi,0,19,10,1,0
T931484,C107181,new,100.0,upi,network_error,2026-08-12 09:52:11.136746,19,5,0,2.13,40,19,21,0.475,2968.06,netbanking,0,15,4,0,1
T931485,C106139,new,100.0,netbanking,otp_failure,2026-08-16 10:49:49.638153,14,5,0,1.17,25,14,11,0.56,1509.5,card,0,6,3,0,1
T931486,C102955,casual,550.0,upi,gateway_error,2026-08-19 11:46:38.983234,21,2,1,0.22,42,25,17,0.595,13239.67,upi,1,7,4,0,1
T931487,C100311,loyal,849.0,upi,network_error,2026-08-15 08:35:03.434927,4,0,0,3.42,86,56,30,0.651,27925.76,upi,1,9,5,0,1
T931488,C102283,new,110.0,upi,otp_failure,2026-08-20 09:39:06.252272,16,1,0,2.35,141,71,70,0.504,2507.19,upi,1,22,13,0,0
T931489,C107738,casual,489.0,upi,network_error,2026-08-19 11:20:52.470373,16,0,1,0.65,86,54,32,0.628,8181.97,upi,1,16,8,0,0
T931490,C103008,new,100.0,card,card_declined,2026-08-12 08:41:09.153638,4,5,0,3.31,113,70,43,0.619,1931.27,netbanking,0,20,12,0,0
T931491,C100045,casual,149.0,upi,network_error,2026-08-13 06:52:48.839433,15,0,0,5.12,67,41,26,0.612,1067.58,card,0,17,5,0,0
T931492,C102577,loyal,3969.0,card,card_declined,2026-08-21 06:49:33.729941,8,4,0,5.17,21,13,8,0.619,50903.47,wallet,0,6,4,0,1
T931493,C103552,casual,210.0,netbanking,network_error,2026-08-15 21:21:58.495607,6,3,0,14.63,76,50,26,0.658,7832.75,upi,0,14,7,0,0
T931494,C107795,loyal,1299.0,upi,network_error,2026-08-19 05:40:10.399490,4,3,0,6.33,40,30,10,0.75,46691.01,wallet,0,5,3,0,1
T931495,C104795,casual,639.0,card,insufficient_funds,2026-08-18 09:58:43.476026,2,0,0,2.02,21,12,9,0.571,13457.64,card,1,8,5,0,0
T931496,C107369,loyal,3079.0,upi,bank_timeout,2026-08-16 09:38:39.955373,22,1,0,2.36,20,17,3,0.85,42387.08,netbanking,0,1,0,0,1
T931497,C100013,new,199.0,upi,network_error,2026-08-15 11:03:58.088624,10,6,0,0.93,68,38,30,0.559,2842.87,card,0,26,14,0,0
T931498,C103121,new,149.0,upi,bank_timeout,2026-08-18 01:47:39.221666,12,4,0,10.21,179,119,60,0.665,1699.9,wallet,0,15,8,0,0
T931499,C107882,casual,199.0,upi,insufficient_funds,2026-08-17 07:51:33.192285,2,3,0,4.14,28,22,6,0.786,1657.75,upi,1,4,2,1,0
T931500,C104359,new,120.0,netbanking,gateway_error,2026-08-13 16:30:28.421829,1,4,0,19.49,124,55,69,0.444,976.33,card,0,22,12,1,0
T931501,C101238,casual,510.0,netbanking,insufficient_funds,2026-08-20 03:40:40.587317,2,2,0,8.32,15,9,6,0.6,13792.36,upi,0,4,2,0,0
T931502,C103739,casual,539.0,netbanking,network_error,2026-08-16 10:36:35.630977,17,0,0,1.39,27,17,10,0.63,12806.36,upi,0,14,7,0,1
T931503,C101512,casual,160.0,upi,network_error,2026-08-15 08:21:17.204270,0,5,0,3.65,83,60,23,0.723,6379.0,card,0,14,12,0,0
T931504,C103900,casual,199.0,upi,otp_failure,2026-08-20 05:20:59.882203,19,1,1,6.65,46,29,17,0.63,2991.93,card,0,12,6,0,0
T931505,C103344,casual,829.0,wallet,insufficient_funds,2026-08-15 19:48:27.898187,2,0,0,16.19,25,18,7,0.72,9365.75,upi,0,5,3,0,0
T931506,C107136,loyal,1960.0,netbanking,bank_timeout,2026-08-18 08:57:26.718116,14,1,0,3.04,23,19,4,0.826,54933.56,card,0,2,1,0,0
T931507,C104279,casual,199.0,upi,insufficient_funds,2026-08-19 17:17:05.173853,4,0,0,18.72,31,22,9,0.71,3403.1,upi,1,5,2,0,0
T931508,C103900,casual,110.0,upi,bank_timeout,2026-08-13 11:38:06.150922,6,1,0,0.36,46,29,17,0.63,2991.93,card,0,12,6,0,0
T931509,C102392,casual,430.0,upi,network_error,2026-08-19 10:37:58.855977,16,0,0,1.37,19,13,6,0.684,4255.57,card,0,5,4,0,0
T931510,C102438,loyal,1360.0,card,network_error,2026-08-11 18:34:55.351870,5,2,1,17.42,38,33,5,0.868,48837.29,card,1,2,1,0,1
T931511,C107351,casual,370.0,upi,network_error,2026-08-12 02:35:00.542708,8,0,0,9.42,87,56,31,0.644,12649.63,card,0,20,10,0,1
T931512,C103136,new,199.0,upi,otp_failure,2026-08-21 10:22:15.335196,15,3,0,1.63,47,32,15,0.681,184.2,card,0,12,9,0,1
T931513,C107138,casual,1030.0,card,otp_failure,2026-08-21 08:36:08.031758,7,3,0,3.4,15,12,3,0.8,12335.11,upi,0,0,0,1,0
T931514,C103251,casual,170.0,card,card_declined,2026-08-12 06:04:01.629285,5,4,0,5.93,33,20,13,0.606,5153.46,upi,0,9,6,1,0
T931515,C105596,new,100.0,card,payment_link_expired,2026-08-18 05:48:41.216217,10,4,0,6.19,53,28,25,0.528,903.71,card,1,10,4,0,0
T931516,C107351,casual,449.0,upi,bank_timeout,2026-08-17 07:17:14.103873,23,0,0,4.71,87,56,31,0.644,12649.63,card,0,20,10,0,1
T931517,C107065,casual,359.0,wallet,bank_timeout,2026-08-16 11:37:10.278096,1,0,1,0.38,60,36,24,0.6,9589.05,upi,0,16,10,0,0
T931518,C104981,casual,300.0,upi,otp_failure,2026-08-13 19:53:19.887169,21,3,0,16.11,35,25,10,0.714,8303.57,card,0,6,4,0,0
T931519,C104445,new,150.0,card,card_declined,2026-08-18 15:49:56.091297,21,3,1,20.17,14,5,9,0.357,2601.76,card,1,3,1,0,0
T931520,C100089,new,150.0,upi,network_error,2026-08-18 02:58:40.805795,8,6,0,9.02,93,40,53,0.43,1928.21,card,0,23,14,0,0
T931521,C107028,casual,149.0,upi,bank_timeout,2026-08-15 09:22:05.000923,20,0,1,2.63,18,12,6,0.667,2710.1,card,0,3,2,0,1
T931522,C101085,casual,760.0,wallet,network_error,2026-08-16 09:59:22.979928,13,5,0,2.01,107,77,30,0.72,10681.93,upi,0,27,15,0,0
T931523,C102674,loyal,2719.0,upi,otp_failure,2026-08-14 11:02:39.739040,3,4,0,0.96,31,24,7,0.774,58780.08,card,0,7,5,0,0
T931524,C105809,loyal,1719.0,netbanking,network_error,2026-08-14 11:35:26.524091,20,3,0,0.41,26,21,5,0.808,17837.32,card,0,1,0,0,1
T931525,C103921,casual,170.0,upi,otp_failure,2026-08-12 09:23:59.302968,13,2,0,2.6,19,11,8,0.579,6203.82,upi,1,8,3,0,1
T931526,C100172,high_value,7029.0,upi,otp_failure,2026-08-21 06:35:17.370543,7,0,0,5.41,86,72,14,0.837,200832.57,upi,1,8,5,0,1
T931527,C100842,casual,479.0,upi,network_error,2026-08-16 11:43:27.721629,22,1,1,0.28,54,37,17,0.685,9758.47,netbanking,0,7,4,1,0
T931528,C105881,new,160.0,upi,gateway_error,2026-08-14 09:27:21.730325,22,6,0,2.54,46,21,25,0.457,2192.43,netbanking,0,16,8,0,0
T931529,C104065,new,169.0,upi,network_error,2026-08-12 09:34:56.942807,23,6,1,2.42,31,19,12,0.613,2862.06,upi,1,6,5,0,1
T931530,C104695,casual,219.0,upi,insufficient_funds,2026-08-12 03:53:23.274982,9,2,0,8.11,27,17,10,0.63,2231.58,card,0,7,4,0,0
T931531,C100729,casual,100.0,upi,bank_timeout,2026-08-16 22:32:44.593249,19,0,0,37.45,20,13,7,0.65,1879.51,card,0,6,4,0,0
T931532,C101157,casual,760.0,upi,bank_timeout,2026-08-15 08:50:01.532477,13,4,0,3.17,69,38,31,0.551,13641.94,upi,1,17,8,0,0
T931533,C102562,new,160.0,netbanking,otp_failure,2026-08-17 10:14:37.755035,12,1,0,1.76,120,50,70,0.417,2136.71,upi,0,18,8,0,1
T931534,C100473,new,199.0,card,insufficient_funds,2026-08-19 11:01:46.527036,22,6,0,0.97,19,9,10,0.474,568.87,upi,0,6,2,0,0
T931535,C104885,new,199.0,netbanking,insufficient_funds,2026-08-19 01:16:30.506877,3,1,0,10.72,22,12,10,0.545,126.11,upi,0,4,2,0,0
T931536,C100111,loyal,739.0,upi,gateway_error,2026-08-13 06:40:17.301316,19,4,0,29.33,39,32,7,0.821,19809.5,upi,1,3,2,0,0
T931537,C105392,casual,1649.0,netbanking,insufficient_funds,2026-08-17 07:02:35.109194,11,1,0,4.96,65,48,17,0.738,14412.42,card,0,12,7,0,1
T931538,C101688,loyal,1479.0,upi,network_error,2026-08-12 10:17:24.850449,17,6,0,1.71,49,48,1,0.98,45624.48,upi,1,2,1,0,1
T931539,C104334,new,199.0,card,card_declined,2026-08-17 04:54:49.832457,3,2,0,7.09,41,17,24,0.415,1487.42,upi,0,12,4,0,0
T931540,C102257,new,309.0,netbanking,network_error,2026-08-13 02:48:38.941818,14,3,0,9.19,30,13,17,0.433,1879.99,card,0,9,3,0,0
T931541,C101345,new,100.0,card,otp_failure,2026-08-18 11:50:35.093235,2,2,0,0.16,112,66,46,0.589,791.75,card,1,12,6,0,0
T931542,C106626,new,149.0,upi,bank_timeout,2026-08-16 14:35:03.334688,20,2,0,21.42,47,27,20,0.574,2567.61,upi,1,13,7,0,0
T931543,C103311,casual,280.0,upi,otp_failure,2026-08-15 08:44:17.555676,6,6,0,3.26,40,30,10,0.75,5113.49,card,0,8,6,0,1
T931544,C105440,casual,340.0,upi,insufficient_funds,2026-08-21 07:59:09.878236,21,5,0,4.01,25,14,11,0.56,7794.79,upi,1,7,3,1,0
T931545,C102961,new,130.0,card,otp_failure,2026-08-13 02:06:13.611522,23,2,1,9.9,29,17,12,0.586,1984.38,upi,0,8,4,0,0
T931546,C100359,loyal,1090.0,wallet,network_error,2026-08-13 02:18:59.078207,20,1,1,9.68,48,39,9,0.812,34924.0,upi,0,8,6,0,0
T931547,C107438,loyal,1370.0,card,bank_timeout,2026-08-18 17:22:11.495666,10,5,1,18.63,26,23,3,0.885,46431.64,upi,0,1,0,0,1
T931548,C104468,casual,450.0,card,network_error,2026-08-16 10:41:47.664474,8,5,0,1.3,66,37,29,0.561,3616.49,card,1,12,6,0,1
T931549,C100538,new,149.0,upi,insufficient_funds,2026-08-13 11:03:29.283224,23,0,0,0.94,81,37,44,0.457,2801.94,card,0,20,8,0,0
T931550,C107355,new,100.0,wallet,insufficient_funds,2026-08-16 10:20:14.661371,14,3,1,1.66,102,47,55,0.461,530.88,upi,0,16,10,0,0
T931551,C106319,casual,960.0,card,payment_link_expired,2026-08-15 08:04:07.272018,9,5,0,3.93,35,25,10,0.714,13371.67,netbanking,0,3,1,0,0
T931552,C105574,new,100.0,upi,network_error,2026-08-17 04:39:15.547131,3,3,0,7.35,128,69,59,0.539,384.46,netbanking,0,15,6,0,1
T931553,C105014,high_value,1450.0,netbanking,bank_timeout,2026-08-13 10:53:43.235099,13,5,1,1.1,37,34,3,0.919,52167.16,card,0,2,1,0,1
T931554,C103546,casual,369.0,upi,network_error,2026-08-14 08:11:15.099626,16,1,0,3.81,14,10,4,0.714,9463.27,upi,1,0,0,0,0
T931555,C107372,new,100.0,card,bank_timeout,2026-08-11 23:19:45.762351,3,0,0,12.67,18,10,8,0.556,593.01,upi,0,8,4,0,0
T931556,C103074,loyal,1710.0,netbanking,otp_failure,2026-08-19 09:41:45.543984,2,2,1,2.3,87,81,6,0.931,30856.87,wallet,0,4,3,0,0
T931557,C105855,new,100.0,upi,network_error,2026-08-12 09:01:56.073491,9,6,0,2.97,21,12,9,0.571,1019.35,card,0,6,4,0,0
T931558,C106931,loyal,2419.0,upi,otp_failure,2026-08-19 02:45:06.431954,10,6,0,9.25,118,98,20,0.831,59203.9,netbanking,0,13,12,0,1
T931559,C104744,casual,580.0,upi,network_error,2026-08-19 09:01:04.078451,8,0,0,2.98,25,16,9,0.64,5809.72,card,0,1,0,1,0
T931560,C103652,casual,329.0,card,insufficient_funds,2026-08-21 07:12:00.125162,21,6,0,4.8,46,36,10,0.783,2037.58,upi,0,4,2,0,1
T931561,C101072,casual,419.0,upi,network_error,2026-08-18 09:02:59.733509,17,5,0,2.95,68,50,18,0.735,12507.03,card,0,12,9,0,0
T931562,C105357,loyal,2169.0,netbanking,bank_timeout,2026-08-20 10:56:20.696622,17,3,0,1.06,83,72,11,0.867,53693.62,upi,0,2,1,0,0
T931563,C102624,new,149.0,card,card_declined,2026-08-13 11:13:48.298819,0,5,0,0.77,51,23,28,0.451,127.25,card,1,16,5,0,0
T931564,C107905,loyal,4189.0,upi,insufficient_funds,2026-08-13 04:47:24.075407,17,5,0,7.21,44,29,15,0.659,37228.75,upi,1,4,2,0,0
T931565,C107501,casual,170.0,card,insufficient_funds,2026-08-15 19:25:14.383122,3,4,0,16.58,12,8,4,0.667,5993.36,netbanking,0,0,0,0,0
T931566,C102120,new,199.0,card,network_error,2026-08-14 11:32:28.961918,6,3,0,24.46,62,30,32,0.484,779.22,upi,0,19,6,0,0
T931567,C104529,casual,200.0,upi,insufficient_funds,2026-08-18 08:36:59.024310,5,4,0,3.38,23,15,8,0.652,6724.54,wallet,0,7,4,0,0
T931568,C101633,new,309.0,wallet,gateway_error,2026-08-19 06:32:40.249530,9,1,0,5.46,28,13,15,0.464,2542.34,upi,0,6,3,0,0
T931569,C105293,new,100.0,upi,bank_timeout,2026-08-15 11:22:59.435295,22,5,0,0.62,54,27,27,0.5,1900.3,card,0,14,7,0,0
T931570,C107757,casual,199.0,netbanking,otp_failure,2026-08-12 02:55:49.513940,20,6,0,9.07,1,0,1,0.0,2969.57,upi,0,1,0,0,0
T931571,C100551,loyal,1630.0,upi,insufficient_funds,2026-08-20 07:52:22.132736,10,3,0,4.13,22,16,6,0.727,29265.62,upi,1,6,4,0,1
T931572,C102225,new,140.0,upi,otp_failure,2026-08-16 09:37:43.034306,6,4,0,2.37,93,39,54,0.419,2275.21,card,0,23,9,0,0
T931573,C104859,new,199.0,upi,otp_failure,2026-08-17 09:59:05.596305,19,3,1,2.02,30,20,10,0.667,2320.09,upi,1,5,3,1,0
T931574,C100691,new,100.0,upi,insufficient_funds,2026-08-20 00:45:30.317341,10,6,0,11.24,47,24,23,0.511,1158.27,card,0,12,7,0,0
T931575,C104923,casual,289.0,upi,insufficient_funds,2026-08-17 07:55:02.814316,3,0,1,4.08,30,19,11,0.633,1904.14,upi,1,6,3,0,0
T931576,C106490,casual,320.0,wallet,network_error,2026-08-12 08:43:08.819853,12,1,0,27.28,132,93,39,0.705,9655.58,card,0,19,14,0,0
T931577,C103712,casual,399.0,upi,bank_timeout,2026-08-13 10:43:52.381430,21,4,0,1.27,90,57,33,0.633,8872.56,upi,1,27,16,0,1
T931578,C101126,casual,359.0,upi,otp_failure,2026-08-19 11:39:26.236508,10,5,1,0.34,85,73,12,0.859,7928.66,upi,1,12,9,0,1
T931579,C102723,new,199.0,card,card_declined,2026-08-18 22:07:22.494833,19,5,0,13.88,67,37,30,0.552,2306.86,card,1,18,10,0,1
T931580,C101258,casual,349.0,netbanking,bank_timeout,2026-08-17 10:44:05.193758,21,4,0,1.27,60,37,23,0.617,4280.21,upi,0,19,12,0,1
T931581,C107113,casual,429.0,card,insufficient_funds,2026-08-17 11:38:44.243838,17,5,0,0.35,17,12,5,0.706,4602.02,upi,0,3,2,0,1
T931582,C104448,new,199.0,upi,otp_failure,2026-08-18 15:41:24.272738,16,2,0,20.31,99,55,44,0.556,831.96,card,0,24,11,0,0
T931583,C105796,new,120.0,upi,otp_failure,2026-08-13 10:53:11.006138,1,6,0,1.11,30,15,15,0.5,1193.67,upi,1,5,1,0,0
T931584,C104414,new,100.0,card,insufficient_funds,2026-08-19 08:23:39.933936,7,4,1,3.61,55,35,20,0.636,719.35,upi,0,9,5,0,0
T931585,C107766,casual,470.0,card,card_declined,2026-08-20 07:27:01.873374,23,0,0,4.55,56,38,18,0.679,13095.95,upi,0,8,4,0,0
T931586,C107710,loyal,2620.0,upi,otp_failure,2026-08-20 10:05:15.579881,12,3,1,1.91,19,13,6,0.684,20961.85,card,0,2,1,0,0
T931587,C103720,new,240.0,card,otp_failure,2026-08-14 14:44:44.729583,0,4,0,21.25,82,43,39,0.524,2200.65,upi,0,27,11,1,0
T931588,C100735,loyal,1149.0,upi,network_error,2026-08-16 06:48:04.799688,10,5,1,5.2,60,54,6,0.9,23095.83,upi,1,4,3,0,1
T931589,C105841,new,149.0,wallet,network_error,2026-08-20 09:09:36.845826,11,3,0,2.84,56,30,26,0.536,1743.3,netbanking,0,19,11,0,0
T931590,C105433,casual,249.0,upi,network_error,2026-08-19 05:43:36.169036,23,5,0,6.27,25,19,6,0.76,4933.96,upi,1,8,5,0,0
