customer_id,segment,tenure_days,total_transactions,successful_transactions,failed_transactions,success_rate,lifetime_value,preferred_method,prior_recovery_attempts,prior_recovery_successes,opted_out
C104608,casual,785,56,43,13,0.768,4119.89,netbanking,6,5,0
C104609,new,393,14,6,8,0.429,1998.79,upi,5,1,0
C104610,new,84,4,2,2,0.5,1343.0,upi,0,0,0
C104611,loyal,292,18,17,1,0.944,25686.5,netbanking,1,0,0
C104612,loyal,708,29,24,5,0.828,21540.54,upi,2,1,0
C104613,new,470,42,23,19,0.548,177.43,netbanking,11,6,0
C104614,new,504,50,20,30,0.4,1509.07,card,13,4,0
C104615,loyal,388,13,10,3,0.769,28772.21,netbanking,3,2,1
C104616,casual,264,10,7,3,0.7,1564.61,card,4,2,0
C104617,loyal,538,35,29,6,0.829,50620.33,upi,5,4,0
C104618,new,570,20,11,9,0.55,2424.85,card,6,3,0
C104619,loyal,808,57,50,7,0.877,34501.28,netbanking,2,1,0
C104620,high_value,556,26,21,5,0.808,343615.14,card,6,4,0
C104621,loyal,895,179,168,11,0.939,34050.28,netbanking,10,8,1
C104622,new,744,33,14,19,0.424,506.71,wallet,13,6,1
C104623,loyal,71,7,5,2,0.714,35879.91,card,1,0,0
C104624,casual,353,32,23,9,0.719,5375.94,netbanking,4,2,0
C104625,new,346,13,8,5,0.615,1357.09,upi,7,3,0
C104626,casual,3,1,0,1,0.0,14589.38,wallet,0,0,0
C104627,high_value,163,9,8,1,0.889,174435.8,netbanking,2,1,0
C104628,casual,686,24,17,7,0.708,4022.46,upi,3,1,0
C104629,loyal,317,11,10,1,0.909,16427.58,card,1,0,0
C104630,casual,133,8,6,2,0.75,13374.99,upi,0,0,0
C104631,casual,259,37,25,12,0.676,1209.14,netbanking,6,4,1
C104632,new,247,20,12,8,0.6,2722.36,upi,8,5,0
C104633,loyal,157,7,6,1,0.857,13088.6,card,0,0,0
C104634,new,91,7,4,3,0.571,2257.98,upi,4,3,0
C104635,casual,687,31,23,8,0.742,5111.11,upi,8,7,0
C104636,casual,742,25,18,7,0.72,4498.7,wallet,7,5,0
C104637,casual,447,22,15,7,0.682,3519.1,card,6,4,0
C104638,casual,554,27,16,11,0.593,2883.21,upi,11,7,0
C104639,new,827,45,23,22,0.511,198.7,netbanking,13,7,0
C104640,casual,758,84,61,23,0.726,3170.62,upi,16,11,0
C104641,high_value,30,1,0,1,0.0,255967.06,upi,1,0,0
C104642,new,857,30,17,13,0.567,1709.04,upi,10,5,0
C104643,casual,61,2,1,1,0.5,4935.05,wallet,0,0,0
C104644,casual,24,1,0,1,0.0,10518.35,netbanking,0,0,0
C104645,casual,363,13,11,2,0.846,11774.81,card,2,1,0
C104646,loyal,671,47,44,3,0.936,59008.75,upi,3,2,0
C104647,new,73,5,2,3,0.4,1319.31,upi,2,1,0
C104648,casual,264,9,6,3,0.667,6244.25,card,2,1,0
C104649,loyal,237,14,11,3,0.786,58658.74,card,0,0,0
C104650,casual,358,15,8,7,0.533,14190.14,upi,5,2,0
C104651,high_value,887,44,42,2,0.955,374431.75,upi,4,3,0
C104652,high_value,298,37,27,10,0.73,263075.01,netbanking,8,5,0
C104653,new,188,15,7,8,0.467,1853.2,card,7,3,0
C104654,casual,110,8,5,3,0.625,13991.72,upi,2,1,0
C104655,new,179,19,9,10,0.474,1439.46,wallet,6,2,0
C104656,new,120,5,3,2,0.6,640.43,upi,1,0,0
C104657,casual,516,17,14,3,0.824,14793.62,card,3,2,0
C104658,casual,379,13,10,3,0.769,12788.98,upi,0,0,0
C104659,casual,448,49,31,18,0.633,1784.75,wallet,13,8,0
C104660,casual,749,46,40,6,0.87,2574.51,upi,1,0,0
C104661,casual,522,52,40,12,0.769,13349.65,wallet,9,6,0
C104662,high_value,140,23,19,4,0.826,155380.34,card,4,3,0
C104663,high_value,339,16,14,2,0.875,293735.03,upi,2,1,0
C104664,new,282,10,6,4,0.6,353.47,upi,1,0,0
C104665,loyal,744,124,100,24,0.806,18526.68,netbanking,15,10,0
C104666,casual,277,13,9,4,0.692,11463.13,upi,1,0,0
C104667,loyal,125,25,22,3,0.88,58964.58,upi,2,1,0
C104668,casual,662,25,15,10,0.6,8030.78,card,2,1,0
C104669,high_value,386,64,58,6,0.906,65020.65,upi,3,2,0
C104670,new,87,5,2,3,0.4,702.95,card,3,1,0
C104671,casual,621,77,60,17,0.779,3977.81,card,6,5,0
C104672,high_value,190,12,10,2,0.833,377345.27,upi,0,0,0
C104673,new,781,52,29,23,0.558,1257.45,upi,14,8,0
C104674,new,749,41,17,24,0.415,2843.02,upi,18,6,0
C104675,loyal,333,13,10,3,0.769,52979.23,wallet,1,0,0
C104676,loyal,500,17,13,4,0.765,32540.32,upi,5,4,0
C104677,loyal,511,39,32,7,0.821,11243.0,card,3,2,0
C104678,loyal,588,21,18,3,0.857,58647.53,card,3,2,0
C104679,loyal,63,4,3,1,0.75,10503.57,card,0,0,0
C104680,new,293,41,16,25,0.39,2568.39,upi,19,8,0
C104681,loyal,154,7,5,2,0.714,30661.59,upi,0,0,0
C104682,loyal,628,27,21,6,0.778,25065.45,card,7,6,0
C104683,loyal,63,5,4,1,0.8,30415.03,card,1,0,0
C104684,new,465,24,12,12,0.5,1070.73,card,11,4,0
C104685,new,655,43,23,20,0.535,2067.36,upi,9,3,0
C104686,loyal,853,106,84,22,0.792,38636.16,card,9,8,0
C104687,casual,259,18,15,3,0.833,4596.67,upi,0,0,0
C104688,new,8,1,0,1,0.0,1582.5,card,0,0,1
C104689,loyal,651,50,41,9,0.82,30247.5,card,2,1,0
C104690,casual,2,1,0,1,0.0,13889.05,upi,2,1,0
C104691,casual,60,4,2,2,0.5,13493.29,wallet,0,0,0
C104692,new,891,44,21,23,0.477,1852.04,card,12,7,0
C104693,new,776,155,62,93,0.4,2896.1,upi,18,5,1
C104694,loyal,637,53,42,11,0.792,28756.35,upi,3,2,0
C104695,casual,752,27,17,10,0.63,2231.58,card,7,4,0
C104696,new,68,2,1,1,0.5,142.96,netbanking,2,1,1
C104697,casual,80,2,1,1,0.5,12668.23,upi,1,0,0
C104698,new,271,45,24,21,0.533,1150.47,upi,15,10,0
C104699,new,22,1,0,1,0.0,2580.82,card,0,0,0
C104700,casual,799,72,56,16,0.778,7422.29,upi,8,4,0
C104701,casual,51,10,6,4,0.6,1156.43,upi,3,2,0
C104702,new,490,70,35,35,0.5,1585.95,upi,14,8,1
C104703,casual,768,33,22,11,0.667,9323.65,upi,8,4,0
C104704,casual,661,34,23,11,0.676,7321.12,upi,6,3,0
C104705,casual,211,11,7,4,0.636,12732.48,upi,2,0,0
C104706,new,423,15,6,9,0.4,1932.02,upi,6,2,0
C104707,new,493,70,34,36,0.486,1094.22,upi,22,14,0
C104708,new,691,98,61,37,0.622,2157.01,wallet,22,12,1
C104709,casual,384,13,9,4,0.692,5474.59,upi,3,1,0
C104710,loyal,257,12,10,2,0.833,51927.38,upi,2,1,0
C104711,new,716,29,10,19,0.345,840.31,netbanking,10,4,0
C104712,loyal,797,44,41,3,0.932,43330.55,wallet,2,1,0
C104713,loyal,440,55,44,11,0.8,30754.6,netbanking,8,6,0
C104714,new,26,1,0,1,0.0,303.55,upi,2,1,0
C104715,new,451,15,8,7,0.533,1889.11,card,6,3,0
C104716,new,800,114,57,57,0.5,1149.16,card,20,13,0
C104717,new,890,111,46,65,0.414,1902.79,card,20,6,0
C104718,casual,361,27,24,3,0.889,8558.65,upi,2,1,0
C104719,new,135,8,4,4,0.5,124.79,upi,2,1,0
C104720,loyal,515,25,23,2,0.92,20248.91,upi,1,0,0
C104721,casual,747,93,80,13,0.86,10805.9,card,11,7,0
C104722,loyal,850,30,26,4,0.867,33382.79,upi,0,0,0
C104723,loyal,47,5,4,1,0.8,33323.47,upi,0,0,0
C104724,casual,262,26,17,9,0.654,1033.58,card,5,2,0
C104725,high_value,430,14,13,1,0.929,155979.37,netbanking,0,0,0
C104726,high_value,89,6,5,1,0.833,284313.09,netbanking,1,0,0
C104727,casual,797,41,27,14,0.659,13417.83,card,11,7,0
C104728,new,101,6,3,3,0.5,1722.02,upi,1,0,0
C104729,casual,599,54,33,21,0.611,8569.03,netbanking,11,5,0
C104730,new,826,48,27,21,0.562,1410.94,upi,9,5,0
C104731,casual,617,25,17,8,0.68,10498.74,upi,12,7,0
C104732,casual,687,137,76,61,0.555,12173.84,upi,29,15,0
C104733,casual,237,9,6,3,0.667,4089.57,card,2,1,0
C104734,loyal,744,82,68,14,0.829,45698.82,upi,7,5,0
C104735,casual,377,13,10,3,0.769,4413.97,upi,0,0,0
C104736,casual,56,1,0,1,0.0,1445.09,upi,1,0,0
C104737,casual,330,11,9,2,0.818,2045.52,card,0,0,0
C104738,loyal,315,15,13,2,0.867,12327.08,card,1,0,0
C104739,loyal,469,17,13,4,0.765,24008.68,upi,2,1,1
C104740,new,239,9,4,5,0.444,381.52,upi,4,1,0
C104741,loyal,416,20,16,4,0.8,14260.2,netbanking,2,1,0
C104742,new,385,14,8,6,0.571,442.76,upi,3,2,0
C104743,loyal,294,22,19,3,0.864,11909.92,upi,1,0,0
C104744,casual,626,25,16,9,0.64,5809.72,card,1,0,1
C104745,casual,275,9,6,3,0.667,12519.42,card,1,0,0
C104746,loyal,689,34,30,4,0.882,37688.93,card,2,1,0
C104747,loyal,226,28,21,7,0.75,13248.33,upi,3,1,0
C104748,loyal,778,77,68,9,0.883,28746.16,netbanking,6,5,0
C104749,casual,329,36,21,15,0.583,7017.69,upi,10,5,0
C104750,loyal,37,2,1,1,0.5,18620.57,netbanking,0,0,1
C104751,casual,135,9,6,3,0.667,6222.17,card,1,0,0
C104752,loyal,725,29,28,1,0.966,26837.75,upi,1,0,0
C104753,loyal,785,65,50,15,0.769,34690.42,upi,13,9,0
C104754,new,191,21,13,8,0.619,2091.88,upi,3,1,0
C104755,new,542,27,16,11,0.593,1436.51,upi,5,2,0
C104756,casual,517,64,45,19,0.703,2035.36,netbanking,9,6,0
C104757,new,121,4,2,2,0.5,165.69,netbanking,2,1,0
C104758,casual,407,58,36,22,0.621,13431.43,upi,13,7,0
C104759,new,624,36,15,21,0.417,2084.29,netbanking,11,4,0
C104760,casual,870,31,20,11,0.645,10200.51,netbanking,5,3,1
C104761,new,763,42,18,24,0.429,2739.6,wallet,14,7,0
C104762,casual,88,3,2,1,0.667,8581.08,upi,1,0,0
C104763,loyal,214,14,10,4,0.714,13686.17,upi,3,2,0
C104764,casual,393,17,12,5,0.706,11001.39,wallet,5,3,1
C104765,casual,136,6,4,2,0.667,3271.81,card,0,0,0
C104766,loyal,514,30,26,4,0.867,43309.73,upi,1,0,0
C104767,high_value,8,1,0,1,0.0,190247.69,upi,1,0,0
C104768,casual,103,3,2,1,0.667,1395.16,upi,0,0,0
C104769,new,43,7,3,4,0.429,166.59,upi,2,0,0
C104770,new,266,20,11,9,0.55,1177.9,upi,6,3,0
C104771,high_value,686,32,29,3,0.906,258090.1,card,0,0,0
C104772,loyal,160,6,5,1,0.833,18544.86,upi,1,0,0
C104773,loyal,888,49,48,1,0.98,15337.49,card,0,0,0
C104774,loyal,243,16,12,4,0.75,28811.52,upi,0,0,0
C104775,new,41,2,0,2,0.0,2412.54,upi,2,0,0
C104776,casual,302,10,7,3,0.7,11976.08,upi,4,3,0
C104777,loyal,673,51,48,3,0.941,44207.01,upi,1,0,0
C104778,loyal,96,3,2,1,0.667,31267.84,netbanking,0,0,0
C104779,new,65,10,6,4,0.6,1325.81,upi,5,2,0
C104780,casual,764,36,29,7,0.806,4163.21,upi,5,4,0
C104781,new,533,24,16,8,0.667,411.43,card,3,2,0
C104782,high_value,309,14,13,1,0.929,55544.28,card,0,0,0
C104783,casual,680,45,35,10,0.778,13042.1,upi,7,4,0
C104784,loyal,760,34,25,9,0.735,34809.23,card,5,3,0
C104785,new,323,20,10,10,0.5,9.13,upi,1,0,0
C104786,loyal,505,26,22,4,0.846,36458.67,upi,4,3,0
C104787,loyal,10,1,0,1,0.0,22916.2,upi,0,0,0
C104788,casual,276,13,9,4,0.692,6983.08,card,1,0,0
C104789,loyal,536,23,22,1,0.957,43620.55,card,0,0,0
C104790,high_value,178,6,5,1,0.833,333410.48,netbanking,1,0,0
C104791,loyal,892,89,82,7,0.921,45024.09,card,7,6,0
C104792,casual,874,46,34,12,0.739,13548.18,upi,7,5,0
C104793,loyal,232,11,8,3,0.727,21737.31,card,1,0,0
C104794,casual,357,16,10,6,0.625,10259.39,upi,1,0,0
C104795,casual,171,21,12,9,0.571,13457.64,card,8,5,0
C104796,casual,454,18,13,5,0.722,5319.0,upi,0,0,0
C104797,loyal,112,12,10,2,0.833,49972.58,upi,0,0,1
C104798,new,352,23,11,12,0.478,2820.65,card,9,5,0
C104799,casual,500,22,12,10,0.545,10014.28,card,2,1,0
C104800,new,551,50,29,21,0.58,492.79,netbanking,20,11,0
C104801,casual,537,67,47,20,0.701,4652.04,card,14,13,0
C104802,new,200,9,4,5,0.444,2039.94,upi,1,0,0
C104803,new,713,59,27,32,0.458,2598.53,upi,18,11,0
C104804,loyal,622,24,20,4,0.833,11187.83,upi,2,1,0
C104805,casual,678,25,18,7,0.72,5568.64,upi,1,0,1
C104806,new,421,32,16,16,0.5,700.71,upi,19,6,0
C104807,loyal,803,34,26,8,0.765,31103.05,upi,4,3,0
C104808,high_value,351,35,32,3,0.914,318967.22,card,3,2,0
C104809,high_value,725,25,24,1,0.96,225981.93,upi,0,0,0
C104810,loyal,183,16,13,3,0.812,35914.54,upi,2,1,0
C104811,high_value,223,8,7,1,0.875,263159.08,upi,2,1,0
C104812,casual,474,19,13,6,0.684,8219.43,card,1,0,0
C104813,high_value,500,41,35,6,0.854,290891.47,upi,1,0,0
C104814,high_value,671,26,22,4,0.846,87463.07,netbanking,4,3,0
C104815,casual,268,13,7,6,0.538,1319.22,netbanking,1,0,0
C104816,loyal,785,37,35,2,0.946,51339.5,netbanking,1,0,0
C104817,loyal,297,21,18,3,0.857,33945.4,card,1,0,0
C104818,loyal,481,48,41,7,0.854,24923.69,netbanking,1,0,0
C104819,high_value,838,38,36,2,0.947,209006.81,upi,1,0,0
C104820,casual,485,80,59,21,0.738,10101.28,card,11,7,0
C104821,casual,614,47,31,16,0.66,2703.84,upi,10,7,0
C104822,loyal,817,102,85,17,0.833,36180.58,upi,10,7,0
C104823,loyal,877,175,143,32,0.817,15535.41,wallet,27,26,0
C104824,loyal,449,89,88,1,0.989,52978.47,card,1,0,0
C104825,loyal,375,53,49,4,0.925,38119.2,upi,4,3,0
C104826,loyal,178,6,5,1,0.833,50542.98,upi,1,0,0
C104827,high_value,484,20,19,1,0.95,302351.9,upi,0,0,0
C104828,new,826,28,18,10,0.643,2445.77,netbanking,9,6,0
C104829,high_value,438,62,50,12,0.806,169632.59,netbanking,10,7,0
C104830,new,314,10,5,5,0.5,418.39,upi,3,1,0
C104831,casual,97,5,3,2,0.6,13482.47,upi,1,0,0
C104832,new,351,14,8,6,0.571,2653.92,upi,2,0,0
C104833,casual,213,8,5,3,0.625,13365.82,card,3,2,0
C104834,casual,879,79,56,23,0.709,14849.8,card,16,7,0
C104835,new,475,20,10,10,0.5,1788.5,card,6,3,0
C104836,loyal,124,5,4,1,0.8,35624.83,card,1,0,0
C104837,loyal,61,4,2,2,0.5,49866.55,upi,1,0,0
C104838,new,765,45,23,22,0.511,330.4,upi,9,5,0
C104839,loyal,838,83,59,24,0.711,49152.35,upi,15,9,0
C104840,new,686,76,35,41,0.461,2436.68,card,20,9,0
C104841,new,112,4,2,2,0.5,1731.58,card,1,0,1
C104842,new,89,3,1,2,0.333,1163.76,wallet,4,1,0
C104843,casual,178,9,6,3,0.667,10187.18,upi,1,0,0
C104844,loyal,676,30,28,2,0.933,55750.88,wallet,1,0,0
C104845,casual,689,45,37,8,0.822,3211.5,upi,3,2,0
C104846,loyal,754,68,58,10,0.853,25555.14,upi,7,5,0
C104847,casual,88,3,2,1,0.667,10399.89,upi,0,0,0
C104848,loyal,138,4,3,1,0.75,51660.85,upi,2,1,0
C104849,high_value,810,81,79,2,0.975,278224.17,upi,2,1,0
C104850,casual,835,33,20,13,0.606,9271.8,upi,8,4,0
C104851,new,653,40,27,13,0.675,257.22,card,7,5,0
C104852,new,96,4,2,2,0.5,1301.15,card,1,0,1
C104853,casual,62,8,4,4,0.5,13462.45,card,0,0,0
C104854,casual,50,3,1,2,0.333,6062.97,netbanking,0,0,0
C104855,new,622,77,44,33,0.571,1143.02,card,30,19,0
C104856,high_value,761,30,27,3,0.9,175145.12,wallet,2,1,0
C104857,high_value,568,40,38,2,0.95,176961.99,upi,1,0,0
C104858,casual,236,21,14,7,0.667,6666.62,wallet,2,1,0
C104859,new,681,30,20,10,0.667,2320.09,upi,5,3,1
C104860,new,54,1,0,1,0.0,1365.19,upi,0,0,0
C104861,casual,745,57,52,5,0.912,9499.2,card,1,0,1
C104862,loyal,802,36,32,4,0.889,32121.02,upi,2,1,0
C104863,casual,646,29,17,12,0.586,13233.68,upi,7,2,0
C104864,new,791,46,32,14,0.696,536.25,upi,9,6,0
C104865,casual,527,21,16,5,0.762,2720.63,card,1,0,0
C104866,new,422,52,30,22,0.577,1223.18,netbanking,12,5,0
C104867,casual,290,11,8,3,0.727,14640.03,upi,6,5,0
C104868,casual,829,55,34,21,0.618,10797.15,upi,16,9,0
C104869,loyal,627,104,74,30,0.712,40813.49,card,21,11,0
C104870,casual,172,5,3,2,0.6,6464.68,upi,2,1,0
C104871,loyal,861,35,33,2,0.943,24757.6,upi,1,0,0
C104872,new,54,2,1,1,0.5,2869.73,upi,1,0,0
C104873,loyal,529,66,65,1,0.985,31345.98,card,1,0,0
C104874,new,172,7,4,3,0.571,2133.25,upi,3,1,0
C104875,casual,598,27,19,8,0.704,12346.13,upi,3,2,0
C104876,loyal,371,13,12,1,0.923,42876.15,upi,1,0,0
C104877,loyal,393,28,27,1,0.964,21630.29,card,1,0,0
C104878,new,604,21,11,10,0.524,863.95,upi,5,2,0
C104879,casual,680,30,21,9,0.7,1321.76,card,5,3,0
C104880,loyal,342,31,27,4,0.871,58468.93,netbanking,0,0,0
C104881,high_value,897,89,65,24,0.73,342128.55,upi,18,12,0
C104882,loyal,449,16,14,2,0.875,30200.58,upi,3,2,0
C104883,new,145,6,3,3,0.5,2677.26,upi,4,1,0
C104884,casual,6,1,0,1,0.0,3151.53,wallet,1,0,0
C104885,new,182,22,12,10,0.545,126.11,upi,4,2,0
C104886,new,622,24,13,11,0.542,405.88,netbanking,10,4,0
C104887,casual,485,53,29,24,0.547,13367.87,netbanking,19,9,0
C104888,loyal,304,30,29,1,0.967,18024.54,wallet,0,0,0
C104889,new,433,21,10,11,0.476,204.38,netbanking,12,6,0
C104890,loyal,754,29,23,6,0.793,19277.34,upi,2,1,0
C104891,loyal,514,39,37,2,0.949,30753.13,card,2,1,0
C104892,loyal,53,2,1,1,0.5,34821.56,wallet,0,0,0
C104893,new,45,2,1,1,0.5,707.75,card,1,0,0
C104894,casual,434,21,16,5,0.762,12280.03,card,2,1,0
C104895,new,364,16,7,9,0.438,2879.53,netbanking,6,2,0
C104896,new,765,76,41,35,0.539,872.51,card,20,11,0
C104897,casual,525,26,21,5,0.808,14035.23,card,1,0,0
C104898,casual,681,136,90,46,0.662,12450.87,card,16,9,0
C104899,new,527,22,10,12,0.455,2658.06,upi,2,0,0
C104900,new,311,12,6,6,0.5,179.1,upi,3,1,0
C104901,high_value,591,24,22,2,0.917,341914.68,card,3,2,0
C104902,loyal,559,111,101,10,0.91,39296.25,wallet,6,5,0
C104903,casual,648,24,14,10,0.583,1535.62,netbanking,5,4,0
C104904,high_value,171,11,7,4,0.636,313777.64,upi,1,0,0
C104905,new,577,82,51,31,0.622,725.15,netbanking,22,11,1
C104906,casual,257,14,8,6,0.571,12159.06,upi,3,1,0
C104907,loyal,711,37,30,7,0.811,41299.46,card,2,1,0
C104908,casual,718,47,25,22,0.532,7892.64,wallet,8,5,0
C104909,new,562,24,15,9,0.625,70.15,wallet,5,3,0
C104910,casual,852,47,35,12,0.745,13455.45,card,11,7,0
C104911,casual,484,48,35,13,0.729,3065.9,card,5,4,0
C104912,loyal,23,1,0,1,0.0,51484.74,upi,0,0,0
C104913,casual,545,49,27,22,0.551,10634.28,card,24,20,0
C104914,casual,700,100,64,36,0.64,1974.02,upi,25,18,0
C104915,casual,91,8,5,3,0.625,8591.01,upi,1,0,0
C104916,casual,95,3,1,2,0.333,14464.55,netbanking,0,0,1
C104917,new,246,12,6,6,0.5,2768.43,upi,6,2,0
C104918,loyal,759,63,55,8,0.873,17314.92,card,5,4,0
C104919,loyal,475,33,31,2,0.939,18659.17,upi,1,0,0
C104920,casual,878,33,19,14,0.576,3150.88,upi,8,3,0
C104921,loyal,785,37,31,6,0.838,47808.72,upi,3,2,0
C104922,new,499,20,12,8,0.6,482.26,upi,5,1,0
C104923,casual,611,30,19,11,0.633,1904.14,upi,6,3,0
C104924,casual,298,10,7,3,0.7,6464.65,card,4,3,0
C104925,casual,82,3,2,1,0.667,14536.45,card,0,0,0
C104926,loyal,359,23,19,4,0.826,25412.99,upi,4,3,0
C104927,high_value,533,48,47,1,0.979,303482.61,netbanking,1,0,0
C104928,casual,164,27,19,8,0.704,3015.46,card,5,3,0
C104929,casual,200,8,5,3,0.625,9696.04,card,3,2,0
C104930,loyal,14,1,0,1,0.0,39058.3,card,1,0,0
C104931,casual,660,31,22,9,0.71,13658.42,card,5,3,0
C104932,new,809,47,26,21,0.553,2149.67,upi,13,7,0
C104933,high_value,744,93,79,14,0.849,92274.68,upi,10,8,0
C104934,loyal,342,16,14,2,0.875,30240.0,upi,2,1,0
C104935,high_value,534,53,52,1,0.981,50194.73,card,0,0,0
C104936,new,864,43,21,22,0.488,722.99,upi,15,8,0
C104937,new,532,44,21,23,0.477,2913.98,wallet,15,9,0
C104938,casual,267,10,6,4,0.6,7380.38,upi,1,0,0
C104939,high_value,305,10,7,3,0.7,353652.17,upi,2,1,0
C104940,new,654,65,46,19,0.708,71.19,upi,11,8,0
C104941,new,402,30,15,15,0.5,2640.17,netbanking,9,5,0
C104942,new,753,26,12,14,0.462,2668.19,upi,6,3,1
C104943,loyal,777,155,119,36,0.768,42671.63,card,16,13,1
C104944,loyal,33,1,0,1,0.0,15812.55,card,1,0,0
C104945,loyal,651,81,65,16,0.802,53800.8,upi,7,5,0
C104946,new,333,22,14,8,0.636,2699.59,card,3,1,0
C104947,loyal,468,93,70,23,0.753,20052.33,netbanking,15,12,0
C104948,casual,239,29,17,12,0.586,14162.29,card,10,5,0
C104949,new,332,22,13,9,0.591,2643.12,upi,9,4,0
C104950,casual,298,49,34,15,0.694,3868.27,card,12,9,0
C104951,casual,46,1,0,1,0.0,6513.49,card,0,0,0
C104952,casual,704,37,28,9,0.757,5713.5,netbanking,7,6,0
C104953,high_value,129,8,7,1,0.875,224379.24,upi,0,0,0
C104954,casual,338,21,15,6,0.714,13446.0,netbanking,2,1,0
C104955,casual,174,6,3,3,0.5,13240.86,netbanking,3,2,0
C104956,loyal,145,5,3,2,0.6,18783.64,upi,0,0,0
C104957,loyal,336,56,45,11,0.804,37556.64,card,9,7,0
C104958,new,826,37,17,20,0.459,1602.1,upi,13,5,0
C104959,loyal,849,53,46,7,0.868,32519.91,upi,4,3,0
C104960,new,344,14,5,9,0.357,2144.13,card,5,1,0
C104961,casual,455,18,12,6,0.667,10043.58,upi,5,2,0
C104962,loyal,887,40,33,7,0.825,23755.38,upi,3,2,0
C104963,casual,212,10,7,3,0.7,5874.4,card,2,1,0
C104964,casual,850,85,63,22,0.741,13437.16,wallet,11,7,1
C104965,new,96,3,1,2,0.333,977.32,upi,0,0,0
C104966,casual,204,9,5,4,0.556,7217.19,upi,3,2,0
C104967,casual,305,27,22,5,0.815,14620.55,upi,5,4,0
C104968,high_value,34,3,2,1,0.667,350048.3,upi,1,0,0
C104969,casual,734,43,35,8,0.814,10785.48,netbanking,6,5,0
C104970,loyal,770,59,49,10,0.831,25201.14,upi,6,5,0
C104971,casual,345,16,11,5,0.688,9802.5,card,4,2,0
C104972,loyal,752,50,42,8,0.84,42101.01,upi,5,4,0
C104973,new,695,77,43,34,0.558,1234.69,wallet,29,20,1
C104974,casual,721,51,35,16,0.686,1505.66,upi,7,3,0
C104975,new,722,28,15,13,0.536,1099.59,wallet,4,1,0
C104976,new,516,20,13,7,0.65,1524.4,card,6,4,0
C104977,high_value,100,8,7,1,0.875,382549.76,wallet,2,1,0
C104978,loyal,831,34,32,2,0.941,46374.8,upi,0,0,0
C104979,loyal,548,78,58,20,0.744,15396.33,netbanking,9,8,1
C104980,casual,811,27,16,11,0.593,5219.91,upi,5,2,0
C104981,casual,863,35,25,10,0.714,8303.57,card,6,4,0
C104982,loyal,169,28,25,3,0.893,32555.76,card,1,0,0
C104983,loyal,362,16,13,3,0.812,10256.13,upi,2,1,0
C104984,casual,174,10,6,4,0.6,14091.4,upi,1,0,0
C104985,loyal,46,1,0,1,0.0,55201.99,upi,2,1,0
C104986,casual,869,86,66,20,0.767,13932.42,netbanking,13,12,0
C104987,high_value,831,30,29,1,0.967,199994.2,upi,1,0,0
C104988,new,838,32,16,16,0.5,2500.13,upi,7,3,0
C104989,casual,795,72,48,24,0.667,10919.52,card,18,11,0
C104990,high_value,584,38,37,1,0.974,229110.73,card,1,0,0
C104991,new,470,22,11,11,0.5,231.4,upi,6,3,0
C104992,new,892,81,40,41,0.494,503.56,upi,16,7,0
C104993,casual,497,17,10,7,0.588,4335.26,card,4,2,0
C104994,casual,578,64,43,21,0.672,13542.75,netbanking,9,6,0
C104995,high_value,191,17,16,1,0.941,282878.88,upi,1,0,0
C104996,loyal,672,39,28,11,0.718,59151.55,upi,9,7,0
C104997,casual,737,46,35,11,0.761,8930.05,card,8,6,0
C104998,high_value,610,101,88,13,0.871,79646.65,upi,5,4,0
C104999,loyal,449,16,13,3,0.812,33888.16,netbanking,2,1,0
C105000,loyal,178,16,13,3,0.812,15589.22,card,3,2,0
C105001,new,31,4,2,2,0.5,2704.09,netbanking,0,0,0
C105002,casual,564,33,23,10,0.697,4898.08,upi,8,4,0
C105003,new,615,21,10,11,0.476,591.81,upi,9,5,0
C105004,new,695,139,70,69,0.504,1534.89,card,19,8,0
C105005,loyal,855,50,48,2,0.96,50354.34,upi,2,1,0
C105006,new,448,16,8,8,0.5,1531.04,upi,2,1,0
C105007,casual,746,27,19,8,0.704,1535.03,upi,11,9,1
C105008,loyal,644,71,57,14,0.803,47147.78,upi,11,7,1
C105009,new,250,12,6,6,0.5,102.21,upi,8,3,0
C105010,casual,760,30,20,10,0.667,9461.3,upi,1,0,0
C105011,loyal,48,2,1,1,0.5,40846.67,upi,1,0,0
C105012,high_value,539,25,21,4,0.84,122981.79,card,0,0,0
C105013,casual,846,35,18,17,0.514,7252.05,upi,11,5,0
C105014,high_value,593,37,34,3,0.919,52167.16,card,2,1,0
C105015,loyal,843,140,117,23,0.836,24183.97,card,17,14,0
C105016,loyal,51,2,1,1,0.5,40967.56,card,1,0,0
C105017,casual,479,23,18,5,0.783,4978.37,netbanking,2,1,0
C105018,loyal,702,27,17,10,0.63,12381.55,wallet,5,3,0
C105019,loyal,578,20,19,1,0.95,43713.21,upi,0,0,0
C105020,casual,792,60,48,12,0.8,11393.53,upi,8,5,0
C105021,high_value,416,14,12,2,0.857,352045.2,card,1,0,0
C105022,high_value,614,122,109,13,0.893,356441.09,card,9,7,0
C105023,casual,378,13,9,4,0.692,7948.44,upi,1,0,0
C105024,loyal,785,98,88,10,0.898,30367.95,wallet,2,1,0
C105025,casual,108,5,3,2,0.6,9202.11,netbanking,2,1,0
C105026,loyal,229,10,7,3,0.7,49633.45,netbanking,3,2,0
C105027,loyal,87,4,3,1,0.75,33766.61,upi,0,0,0
